"Source","Target","Weight"
"Respect","Magnetite","2"
"Respect","Maleic anhydride","2"
"Respect","Mandrel","12"
"Respect","Maneuvering area","2"
"Respect","Manganese","89"
"Respect","Manganese(II) sulfide","3"
"Respect","Manufacturing","16"
"Respect","Manufacturing cost","3"
"Respect","Martensite","22"
"Respect","Martensitic stainless steel","2"
"Respect","Mass","2"
"Respect","Mass balance","3"
"Respect","Mass fraction (chemistry)","21"
"Respect","Mass production","3"
"Respect","Mass ratio","87"
"Respect","Match","2"
"Respect","Material flow","4"
"Respect","Maxima and minima","12"
"Respect","Mechanical energy","4"
"Respect","Medal","2"
"Respect","Medicare Part D","24"
"Respect","Melamine cyanurate","2"
"Respect","Melting","39"
"Respect","Melting point","10"
"Respect","Melting temperature","8"
"Respect","Mesh (scale)","6"
"Respect","Metal","47"
"Respect","Metal ammine complex","2"
"Respect","Metal injection molding","3"
"Respect","Metal powder","38"
"Respect","Metallic mean","18"
"Respect","Methamphetamine","14"
"Respect","Methionine","2"
"Respect","Method (computer programming)","3"
"Respect","Methyl salicylate","2"
"Respect","Mica","2"
"Respect","Micrometer","59"
"Respect","Micrometre","2"
"Respect","Microparticle","2"
"Respect","Mineral acid","2"
"Respect","Minute","20"
"Respect","Mischmetal","12"
"Respect","Mist","6"
"Respect","Modified atmosphere","2"
"Respect","Mole (unit)","3"
"Respect","Molecular mass","2"
"Respect","Molybdenum","94"
"Respect","Molybdenum disulfide","2"
"Respect","Money","19"
"Respect","Motherboard","3"
"Respect","Motive Power","2"
"Respect","Motor vehicle","8"
"Respect","Movement for Democracy in Liberia","2"
"Respect","Necessity","2"
"Respect","Necessity and sufficiency","3"
"Respect","Need","4"
"Respect","Neodymium","7"
"Respect","Neodymium magnet","3"
"Respect","Niobium","67"
"Respect","Niobium oxide","2"
"Respect","Nitric acid","14"
"Respect","Nitrogen","5"
"Respect","Noble metal","12"
"Respect","Normal (geometry)","8"
"Respect","Number","4"
"Respect","Number density","10"
"Respect","Oersted","2"
"Respect","Oil tanker","2"
"Respect","Oligosaccharide","2"
"Respect","Optic axis of a crystal","2"
"Respect","Optical microscope","11"
"Respect","Orbital inclination","48"
"Respect","Organic acid","13"
"Respect","Organic acid anhydride","2"
"Respect","Organic base","2"
"Respect","Organic compound","10"
"Respect","Organometallic chemistry","46"
"Respect","Organosilicon","7"
"Respect","Orientate","2"
"Respect","Original position","2"
"Respect","Osmium","2"
"Respect","Outflow channels","3"
"Respect","Overhead power line","2"
"Respect","Oxide","2"
"Respect","Oxygen","3"
"Respect","Oxygen-free copper","4"
"Respect","Palladium","35"
"Respect","Paraffin wax","2"
"Respect","Paragraph","2"
"Respect","Particle number","3"
"Respect","Particle size","66"
"Respect","Particle-size distribution","7"
"Respect","Pascal (unit)","31"
"Respect","Passivity (engineering)","2"
"Respect","Patent claim","79"
"Respect","Pearlite","16"
"Respect","Perimeter","2"
"Respect","Periodic table","5"
"Respect","Permittivity","5"
"Respect","Perspective (graphical)","6"
"Respect","Phase (matter)","7"
"Respect","Phase plane","2"
"Respect","Phase transition","2"
"Respect","Phi","37"
"Respect","Phosphor bronze","4"
"Respect","Phosphoric acid","13"
"Respect","Physical property","2"
"Respect","Pig iron","2"
"Respect","Pipe (fluid conveyance)","36"
"Respect","Piping","4"
"Respect","Pivot joint","2"
"Respect","Plane of reference","9"
"Respect","Plasticity (physics)","2"
"Respect","Plasticizer","2"
"Respect","Plating","5"
"Respect","Platinum","11"
"Respect","Platinum group","3"
"Respect","Polishing","4"
"Respect","Polonium","2"
"Respect","Polyester resin","3"
"Respect","Polyol","7"
"Respect","Polyoxymethylene","2"
"Respect","Polysaccharide","4"
"Respect","Polytetrafluoroethylene","2"
"Respect","Polyvinyl alcohol","4"
"Respect","Population density","2"
"Respect","Positions of the arms in ballet","2"
"Respect","Post-transition metal","3"
"Respect","Potassium","3"
"Respect","Potential energy","2"
"Respect","Power Cut","4"
"Respect","Power module","4"
"Respect","Power outage","5"
"Respect","Power station","8"
"Respect","Power supply","5"
"Respect","Power-to-weight ratio","68"
"Respect","Praseodymium","6"
"Respect","Precious metal","10"
"Respect","Precipitation (chemistry)","3"
"Respect","Preparation time","2"
"Respect","Primary Phase","4"
"Respect","Prior art","3"
"Respect","Process Monitor","2"
"Respect","Process control","4"
"Respect","Process modeling","2"
"Respect","Program lifecycle phase","3"
"Respect","Propanediol","2"
"Respect","Propelling nozzle","2"
"Respect","Properties of water","2"
"Respect","Proportionality (mathematics)","3"
"Respect","Pulley","2"
"Respect","Pulse laser","4"
"Respect","Pulverizer","7"
"Respect","Purified water","6"
"Respect","R2","2"
"Respect","Radical polymerization","2"
"Respect","Railhead","8"
"Respect","Raman spectroscopy","8"
"Respect","Rare earth element","70"
"Respect","Rare-earth magnet","14"
"Respect","Rate limiting","2"
"Respect","Raw material","36"
"Respect","Rear End","4"
"Respect","Reason","19"
"Respect","Redox","2"
"Respect","Reducer","2"
"Respect","Reflectance","2"
"Respect","Reflexive pronoun","2"
"Respect","Refractory","7"
"Respect","Relational operator","3"
"Respect","Relative humidity","9"
"Respect","Remainder","73"
"Respect","Remanence","3"
"Respect","Residual stress","38"
"Respiratory tract","Bile duct","4"
"Respiratory tract","Biliary tract","2"
"Respiratory tract","Blood vessel","6"
"Respiratory tract","Gastrointestinal tract","6"
"Respiratory tract","Neodymium","2"
"Respiratory tract","Respiratory disease","2"
"Response time (technology)","Aspect ratio","2"
"Response time (technology)","Electric field","2"
"Response time (technology)","Electrorheological fluid","6"
"Response time (technology)","Heap leaching","2"
"Response time (technology)","Network (lobby group)","2"
"Rest step","Chloride","3"
"Restriction of Hazardous Substances Directive","Electronic component","2"
"Result","Abnormal grain growth","2"
"Result","Accordance","5"
"Result","Addition","9"
"Result","Adhesive tape","2"
"Result","Airflow","2"
"Result","Aluminium alloy","5"
"Result","Annealing temperature","5"
"Result","Aqueous solution","7"
"Result","Atomic ratio","5"
"Result","Average","9"
"Result","Ball bearing","3"
"Result","Base metal","2"
"Result","Blast furnace","5"
"Result","Brinell scale","3"
"Result","Bromide","4"
"Result","Bulbous bow","5"
"Result","Bulk cargo","2"
"Result","CR9","3"
"Result","Case study","4"
"Result","Celsius","5"
"Result","Charpy impact test","2"
"Result","Coercivity","5"
"Result","Cold Wind","5"
"Result","Cooling curve","2"
"Result","Correlation and dependence","2"
"Result","Corrosion","2"
"Result","Creep (deformation)","2"
"Result","Cryogenics","4"
"Result","Current density","2"
"Result","D1","3"
"Result","Day","3"
"Result","Description","11"
"Result","Dice","2"
"Result","Differential scanning calorimetry","2"
"Result","Dross","3"
"Result","Drug reference standard","4"
"Result","Duct (flow)","4"
"Result","Dust collection system","2"
"Result","Dust collector","3"
"Result","EdX","2"
"Result","Electric arc furnace","2"
"Result","Electric current","3"
"Result","Electrical resistivity and conductivity","3"
"Result","Electricity generation","2"
"Result","Electron microscope","3"
"Result","Emission standard","2"
"Result","Erosion surface","2"
"Result","Et cetera","2"
"Result","Eta","2"
"Result","Eutectic system","2"
"Result","Exhaust gas","2"
"Result","Experiment","3"
"Result","Fatigue limit","4"
"Result","Fine Powder","2"
"Result","Fluorine","2"
"Result","Formula","2"
"Result","Grain boundary","3"
"Result","Gram per litre","3"
"Result","Graphic communication","2"
"Result","Heat Generation","3"
"Result","Heat Treatment","3"
"Result","Heat treating","3"
"Result","Henceforth","4"
"Result","Hour","8"
"Result","Hydrochloric acid","5"
"Result","Hysteresis","2"
"Result","Image analysis","2"
"Result","Impact (mechanics)","2"
"Result","Inconel","2"
"Result","Induction heating","2"
"Result","Inductively coupled plasma atomic emission spectroscopy","2"
"Result","Inert gas","4"
"Result","Insert (SQL)","3"
"Result","Inter Alia","2"
"Result","Invention","19"
"Result","Lambda","2"
"Result","List of Latin phrases (I)","2"
"Result","List of gear nomenclature","4"
"Result","List of materials properties","2"
"Result","Machinability","4"
"Result","Magnet","10"
"Result","Magnification","2"
"Result","Mass production","2"
"Result","Mass ratio","4"
"Result","Maxima and minima","2"
"Result","Melting","4"
"Result","Micrometer","11"
"Result","Minute","2"
"Result","Mixed state","2"
"Result","Molybdenum","7"
"Result","NH4","3"
"Result","Necessity","2"
"Result","Necessity and sufficiency","3"
"Result","Nothing","3"
"Result","Nuclear power plant","2"
"Result","Number","3"
"Result","Ohmmeter","2"
"Result","Optical microscope","7"
"Result","Organometallic chemistry","10"
"Result","Other","3"
"Result","Outgassing","2"
"Result","Paint adhesion testing","2"
"Result","Palladium","3"
"Result","Particle size","2"
"Result","Particle-size distribution","2"
"Result","Pascal (unit)","4"
"Result","Phase transition","3"
"Result","Phi","4"
"Result","Photography","4"
"Result","Pipe (fluid conveyance)","4"
"Result","Planetary equilibrium temperature","2"
"Result","Platinum group","3"
"Result","Polycrystalline silicon","4"
"Result","Precipitation (chemistry)","3"
"Result","Private company limited by shares","4"
"Result","Programmable logic controller","2"
"Result","Rare earth element","2"
"Result","Raw material","6"
"Result","Reason","2"
"Result","Relative density","2"
"Result","Respect","25"
"Reticulated foam","Anionic addition polymerization","2"
"Reticulated foam","Ceramic foam","2"
"Reticulated foam","Composite material","2"
"Reticulated foam","Honeycomb structure","2"
"Reticulated foam","Magnesium oxide","2"
"Reticulated foam","Melting","2"
"Reticulated foam","Polyurethane","2"
"Retinoblastoma protein","Char","3"
"Retirement spend-down","Cool Zone","2"
"Retort","Blast furnace","12"
"Retort","Composite material","6"
"Retort","Crucible","14"
"Retort","Heat Treatment","2"
"Retort","Heat treating","2"
"Retort","Invention","2"
"Retort","Iron powder","9"
"Retort","Melting point","2"
"Retort","Pipe (fluid conveyance)","2"
"Retrofitting","Impeller","2"
"Retrotransposon","Melting","3"
"Return period","Cathode ray","2"
"Return period","Repeat unit","2"
"Reuse","Lithium sulfate","5"
"Reuse","Mineral acid","2"
"Reverberatory furnace","Bismuth","2"
"Reverberatory furnace","Continuous casting","2"
"Reverse osmosis","Chemical process","3"
"Reverse osmosis","Drink","3"
"Reverse osmosis","Drinking","2"
"Reverse osmosis","Electricity generation","3"
"Reverse osmosis","List of industrial processes","3"
"Reverse osmosis","Organic compound","3"
"Reverse osmosis","Pharmaceutical drug","3"
"Reverse osmosis","Precipitation (chemistry)","3"
"Revolutions per minute","Aqueous solution","7"
"Revolutions per minute","Ball bearing","2"
"Revolutions per minute","Gear train","6"
"Revolutions per minute","High-yield debt","6"
"Revolutions per minute","Magnetic stirrer","2"
"Revolutions per minute","Minute","2"
"Revolutions per minute","Molybdenum","6"
"Revolutions per minute","Polyvinyl butyral","9"
"Revolutions per minute","Potassium carbonate","2"
"Revolutions per minute","Precipitation (chemistry)","2"
"Revolutions per minute","Rare earth element","5"
"Revolutions per minute","Respect","4"
"Rewriting","Carbon monoxide","4"
"Rewriting","Cyclonic separation","2"
"Rh blood group system","Invention","4"
"Rhenium","1,3-Diphenylurea","2"
"Rhenium","8 (number)","2"
"Rhenium","Acid salt","2"
"Rhenium","Addition","2"
"Rhenium","Alkali","9"
"Rhenium","Alkyl","2"
"Rhenium","Alloy","8"
"Rhenium","Aluminium","2"
"Rhenium","Aluminium alloy","2"
"Rhenium","Aluminium oxide","3"
"Rhenium","Amino acid","2"
"Rhenium","Ammonium chloride","2"
"Rhenium","Ammonium perrhenate","2"
"Rhenium","Antimony","14"
"Rhenium","Aqueous solution","4"
"Rhenium","Arsenic","25"
"Rhenium","Arsenic acid","5"
"Rhenium","Arsenous acid","5"
"Rhenium","Atomic number","2"
"Rhenium","Atomic ratio","10"
"Rhenium","Barium","4"
"Rhenium","Beryllium","11"
"Rhenium","Bismuth","18"
"Rhenium","Boron","40"
"Rhenium","By-product","2"
"Rhenium","Cadmium","12"
"Rhenium","Caesium","3"
"Rhenium","Carbon dioxide","4"
"Rhenium","Catalysis","3"
"Rhenium","Cemented carbide","4"
"Rhenium","Cerium","16"
"Rhenium","Chemical bond","2"
"Rhenium","Chemical composition","16"
"Rhenium","Chemical vapor deposition","2"
"Rhenium","Chromium","2"
"Rhenium","Colloid","2"
"Rhenium","Combination","7"
"Rhenium","Crystal","3"
"Rhenium","Dysprosium","5"
"Rhenium","Electroless plating","2"
"Rhenium","Erbium","5"
"Rhenium","Europium","5"
"Rhenium","Filler metal","3"
"Rhenium","Flue gas","5"
"Rhenium","Formula composition","2"
"Rhenium","Froth flotation","3"
"Rhenium","Gadolinium","5"
"Rhenium","Gallium","28"
"Rhenium","Gas","2"
"Rhenium","Gas turbine","2"
"Rhenium","Group 12 element","2"
"Rhenium","Group 3 element","9"
"Rhenium","Group B","4"
"Rhenium","Hafnium","61"
"Rhenium","Heterogeneous catalysis","6"
"Rhenium","Holmium","4"
"Rhenium","Hydrochloric acid","7"
"Rhenium","Hydrogen peroxide","2"
"Rhenium","Hypochlorous acid","2"
"Rhenium","Impurity","3"
"Rhenium","Indium","22"
"Rhenium","Ingredient","2"
"Rhenium","Inner core","2"
"Rhenium","Interface and colloid science","10"
"Rhenium","Intermediate good","2"
"Rhenium","Intermetallic","2"
"Rhenium","Internal combustion engine","2"
"Rhenium","Invention","7"
"Rhenium","Lanthanide","4"
"Rhenium","Lanthanum","20"
"Rhenium","Liquid–liquid extraction","3"
"Rhenium","List of alloys","3"
"Rhenium","List of copper ores","3"
"Rhenium","Lithium","9"
"Rhenium","Lutetium","6"
"Rhenium","Magnesium","29"
"Rhenium","Manganese","68"
"Rhenium","Mass fraction (chemistry)","2"
"Rhenium","Medical device","2"
"Rhenium","Metallic mean","2"
"Rhenium","Molybdenum","116"
"Rhenium","Neodymium","9"
"Rhenium","Niobium","60"
"Rhenium","Nitric acid","2"
"Rhenium","Noble metal","7"
"Rhenium","Osmium","54"
"Rhenium","Oxidation state","2"
"Rhenium","Palladium","73"
"Rhenium","Patent claim","8"
"Rhenium","Plating","2"
"Rhenium","Platinum","65"
"Rhenium","Platinum group","14"
"Rhenium","Polonium","5"
"Rhenium","Post-transition metal","2"
"Rhenium","Power-to-weight ratio","2"
"Rhenium","Praseodymium","6"
"Rhenium","Precious metal","3"
"Rhenium","Pregnant leach solution","2"
"Rhenium","Promethium","2"
"Rhenium","Rare earth element","10"
"Rhenium","Raw material","11"
"Rhenium","Refractory metals","9"
"Rhenium","Respect","6"
"Rhenium oxide","Aqueous solution","6"
"Rhenium oxide","Bismuth","2"
"Rhenium oxide","Gas","2"
"Rhenium oxide","Perrhenic acid","8"
"Rhenium(VII) oxide","Ammonium chloride","2"
"Rhenium(VII) oxide","Flue gas","2"
"Rhenium(VII) oxide","Froth flotation","2"
"Rhenium(VII) oxide","Platinum group","2"
"Rhenium(VII) oxide","Rhenium","2"
"Rheology","Casting (metalworking)","4"
"Rheumatoid arthritis","Animal","2"
"Rheumatoid arthritis","Antioxidant","2"
"Rheumatoid arthritis","Aphrodisiac","2"
"Rheumatoid arthritis","Apoptosis","2"
"Rheumatoid arthritis","Asthma","2"
"Rheumatoid arthritis","Cancer cell","2"
"Rheumatoid arthritis","Citrus","2"
"Rheumatoid arthritis","Dalbergia","2"
"Rheumatoid arthritis","Ferula","2"
"Rheumatoid arthritis","Human","2"
"Rheumatoid arthritis","Inflammation","2"
"Rheumatoid arthritis","Particle size","2"
"Rhodium","Acetic acid","2"
"Rhodium","Addition","5"
